ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,CUSTOMERNAME,COUNTRY,DEALSIZE
760,41,69.28,2840.48,11/6/2003 0:00,Shipped,Trucks and Buses,"Stylish Desk Decors, Co.",UK,Small
761,44,60.16,2647.04,11/14/2003 0:00,Shipped,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,Small
762,45,70.49,3172.05,11/25/2003 0:00,Shipped,Trucks and Buses,"Saveley & Henriot, Co.",France,Medium
763,37,69.89,2585.93,12/9/2003 0:00,Shipped,Trucks and Buses,Diecast Collectables,USA,Small
764,35,61.38,2148.3,2/4/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Small
765,28,59.55,1667.4,3/11/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
766,30,61.99,1859.7,5/5/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Small
767,30,49.22,1476.6,6/15/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Small
768,25,69.28,1732,7/20/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
769,29,57.73,1674.17,8/19/2004 0:00,Shipped,Trucks and Buses,Diecast Classics Inc.,USA,Small
770,26,57.73,1500.98,9/8/2004 0:00,Shipped,Trucks and Buses,Scandinavian Gift Ideas,Sweden,Small
771,41,53.48,2192.68,10/13/2004 0:00,Shipped,Trucks and Buses,Marta's Replicas Co.,USA,Small
772,34,52.87,1797.58,10/22/2004 0:00,Shipped,Trucks and Buses,Canadian Gift Exchange Network,Canada,Small
773,35,61.21,2142.35,11/4/2004 0:00,Shipped,Trucks and Buses,Online Diecast Creations Co.,USA,Small
774,34,61.38,2086.92,11/19/2004 0:00,On Hold,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,Small
775,50,100,6834.5,11/29/2004 0:00,Shipped,Trucks and Buses,"Australian Collectors, Co.",Australia,Medium
776,41,61.99,2541.59,12/10/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
777,22,96.86,2130.92,1/20/2005 0:00,Shipped,Trucks and Buses,"Anna's Decorations, Ltd",Australia,Small
778,35,48.62,1701.7,2/17/2005 0:00,Shipped,Trucks and Buses,Corporate Gift Ideas Co.,USA,Small
779,44,38.5,1694,3/9/2005 0:00,Shipped,Trucks and Buses,"Anna's Decorations, Ltd",Australia,Small
780,47,61.99,2913.53,5/3/2005 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Small
781,19,49.22,935.18,5/31/2005 0:00,In Process,Trucks and Buses,La Rochelle Gifts,France,Small
782,34,90.39,3073.26,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
783,29,71.81,2082.49,4/29/2003 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Small
784,49,69.27,3394.23,6/27/2003 0:00,Shipped,Planes,Euro Shopping Channel,Spain,Medium
785,30,85.32,2559.6,8/25/2003 0:00,Shipped,Planes,Toys4GrownUps.com,USA,Small
786,21,70.96,1490.16,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Small
787,50,76.88,3844,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Medium
788,47,100,4724.91,2/20/2004 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
789,24,76.03,1824.72,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
790,27,98.84,2668.68,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
791,33,86.17,2843.61,6/28/2004 0:00,Shipped,Planes,Gift Depot Inc.,USA,Small
792,35,90.39,3163.65,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
793,31,71.81,2226.11,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Small
794,25,82.79,2069.75,9/16/2004 0:00,Shipped,Planes,"Clover Collections, Co.",Ireland,Small
795,27,82.79,2235.33,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Small
796,31,100,3116.43,11/2/2004 0:00,Shipped,Planes,Diecast Classics Inc.,USA,Medium
797,45,100,4781.7,11/10/2004 0:00,Resolved,Planes,Danish Wholesale Imports,Denmark,Medium
798,27,100,2810.7,11/23/2004 0:00,Shipped,Planes,"Tokyo Collectables, Ltd",Japan,Small
799,27,100,3515.67,12/4/2004 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Medium
800,42,69.27,2909.34,2/2/2005 0:00,Shipped,Planes,"Australian Gift Network, Co",Australia,Small
801,21,74.77,1570.17,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Small
802,34,76.88,2613.92,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Small
803,42,76.03,3193.26,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Medium
804,15,98.84,1482.6,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Small
805,29,70.87,2055.23,2/24/2003 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Small
806,46,58.15,2674.9,4/29/2003 0:00,Shipped,Motorcycles,"Australian Collectors, Co.",Australia,Small
807,30,61.78,1853.4,7/1/2003 0:00,Shipped,Motorcycles,Lyon Souveniers,France,Small
808,30,49.67,1490.1,8/25/2003 0:00,Shipped,Motorcycles,Toys4GrownUps.com,USA,Small
809,42,51.48,2162.16,10/10/2003 0:00,Shipped,Motorcycles,Corporate Gift Ideas Co.,USA,Small
810,46,61.18,2814.28,10/28/2003 0:00,Shipped,Motorcycles,Technics Stores Inc.,USA,Small
811,25,64.2,1605,11/11/2003 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Small
812,32,65.42,2093.44,11/18/2003 0:00,Shipped,Motorcycles,Herkku Gifts,Norway,Small
813,30,64.81,1944.3,12/1/2003 0:00,Shipped,Motorcycles,Mini Wheels Co.,USA,Small
814,40,49.67,1986.8,1/12/2004 0:00,Shipped,Motorcycles,Osaka Souveniers Co.,Japan,Small
815,28,60.57,1695.96,2/20/2004 0:00,Shipped,Motorcycles,"Australian Collectors, Co.",Australia,Small
816,23,55.72,1281.56,4/3/2004 0:00,Shipped,Motorcycles,Motor Mint Distributors Inc.,USA,Small
817,29,61.18,1774.22,5/18/2004 0:00,Shipped,Motorcycles,Tekni Collectables Inc.,USA,Small
818,34,58.75,1997.5,6/28/2004 0:00,Shipped,Motorcycles,Gift Depot Inc.,USA,Small
819,37,63.6,2353.2,7/23/2004 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Small
820,20,49.06,981.2,8/27/2004 0:00,Shipped,Motorcycles,Marta's Replicas Co.,USA,Small
821,32,48.46,1550.72,9/27/2004 0:00,Shipped,Motorcycles,Atelier graphique,France,Small
822,34,52.09,1771.06,10/15/2004 0:00,Shipped,Motorcycles,Mini Classics,USA,Small
823,42,52.7,2213.4,11/2/2004 0:00,Shipped,Motorcycles,Diecast Classics Inc.,USA,Small
824,38,100,5266.04,11/15/2004 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Medium
825,30,62.16,1864.8,11/23/2004 0:00,Shipped,Motorcycles,"Tokyo Collectables, Ltd",Japan,Small
826,23,49.67,1142.41,1/5/2005 0:00,Shipped,Motorcycles,Technics Stores Inc.,USA,Small
827,22,53.3,1172.6,2/2/2005 0:00,Shipped,Motorcycles,"Australian Gift Network, Co",Australia,Small
828,39,100,6981,3/3/2005 0:00,Shipped,Motorcycles,Scandinavian Gift Ideas,Sweden,Medium
829,55,55.72,3064.6,4/7/2005 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Medium
830,36,61.18,2202.48,5/13/2005 0:00,Disputed,Motorcycles,Euro Shopping Channel,Spain,Small
831,26,100,3773.38,1/9/2003 0:00,Shipped,Vintage Cars,"Blauer See Auto, Co.",Germany,Medium
832,31,100,5074.39,3/18/2003 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Medium
833,34,100,6483.46,5/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Medium
834,41,100,7956.46,7/16/2003 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Large
835,23,100,4230.62,9/12/2003 0:00,Shipped,Vintage Cars,Signal Collectibles Ltd.,USA,Medium
836,48,100,7209.12,10/18/2003 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Large
837,22,100,3452.68,11/5/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Medium
838,21,100,3047.73,11/12/2003 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
839,22,100,3675.32,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Medium
840,40,100,7492.4,12/3/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Large
841,50,100,9534.5,1/26/2004 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Large
842,29,100,5579.02,3/2/2004 0:00,Shipped,Vintage Cars,"Saveley & Henriot, Co.",France,Medium
843,43,100,5950.34,4/29/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
844,24,100,3726,6/4/2004 0:00,Shipped,Vintage Cars,Mini Caravy,France,Medium
845,22,100,4455,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Medium
846,43,100,8272.34,9/3/2004 0:00,Shipped,Vintage Cars,Herkku Gifts,Norway,Large
847,20,100,3577.6,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Medium
848,25,100,3881.25,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
849,36,100,5797.44,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Medium
850,24,52.67,1264.08,11/17/2004 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Small
851,21,100,4815.3,11/29/2004 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Medium
852,30,100,4462.2,12/9/2004 0:00,Shipped,Vintage Cars,Lyon Souveniers,France,Medium
853,32,94.79,3033.28,1/12/2005 0:00,Resolved,Vintage Cars,Toys4GrownUps.com,USA,Medium
854,21,47.18,990.78,2/16/2005 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
855,26,78.11,2030.86,3/4/2005 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
856,35,100,5433.75,5/29/2005 0:00,In Process,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
857,26,100,3157.44,3/10/2003 0:00,Shipped,Classic Cars,Motor Mint Distributors Inc.,USA,Medium
858,46,100,5161.2,5/20/2003 0:00,Shipped,Classic Cars,Atelier graphique,France,Medium
859,37,100,4346.76,7/10/2003 0:00,Shipped,Classic Cars,Reims Collectables,France,Medium
860,27,100,3528.36,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Medium
861,23,100,3187.8,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Medium
862,39,100,6023.16,11/5/2003 0:00,Shipped,Classic Cars,Gift Depot Inc.,USA,Medium
863,27,100,3884.76,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Medium
864,38,100,4965.84,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Medium
865,27,100,4169.88,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
866,40,100,4910.4,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
867,24,100,3231.36,2/26/2004 0:00,Shipped,Classic Cars,Collectable Mini Designs Co.,USA,Medium
868,44,100,6853.44,4/13/2004 0:00,Shipped,Classic Cars,Mini Caravy,France,Medium
869,37,100,5177.04,6/1/2004 0:00,Cancelled,Classic Cars,"UK Collectables, Ltd.",UK,Medium
870,20,100,2824.8,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
871,39,100,4324.32,8/6/2004 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Medium
872,44,100,5052.96,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Medium
873,22,100,3223.44,10/5/2003 0:00,Shipped,Classic Cars,"Norway Gifts By Mail, Co.",Norway,Medium
874,43,100,5278.68,10/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
875,27,100,2851.2,11/4/2004 0:00,Shipped,Classic Cars,FunGiftIdeas.com,USA,Small
876,26,64.9,1687.4,11/17/2004 0:00,Shipped,Classic Cars,Motor Mint Distributors Inc.,USA,Small
877,25,52.32,1308,11/24/2004 0:00,Shipped,Classic Cars,Reims Collectables,France,Small
878,49,100,6144.6,1/10/2005 0:00,Shipped,Classic Cars,Royale Belge,Belgium,Medium
879,29,100,5127.2,2/10/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
880,41,100,6386.16,4/22/2005 0:00,On Hold,Classic Cars,The Sharp Gifts Warehouse,USA,Medium
881,55,100,7695.6,5/17/2005 0:00,Shipped,Classic Cars,Salzburg Collectables,Austria,Large
882,27,83.07,2242.89,1/29/2003 0:00,Shipped,Vintage Cars,Baane Mini Imports,Norway,Small
883,23,100,2539.89,3/24/2003 0:00,Shipped,Vintage Cars,"Volvo Model Replicas, Co",Sweden,Small
884,31,90.17,2795.27,5/28/2003 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Small
885,46,100,5545.76,7/16/2003 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Medium
886,47,91.18,4285.46,9/19/2003 0:00,Shipped,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
887,31,100,3329.09,10/20/2003 0:00,Shipped,Vintage Cars,Classic Legends Inc.,USA,Medium
888,46,100,5592.22,11/6/2003 0:00,Shipped,Vintage Cars,"Australian Gift Network, Co",Australia,Medium
889,37,89.15,3298.55,11/13/2003 0:00,Shipped,Vintage Cars,"Classic Gift Ideas, Inc",USA,Medium
890,28,93.21,2609.88,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Small
891,37,90.17,3336.29,12/5/2003 0:00,Shipped,Vintage Cars,Canadian Gift Exchange Network,Canada,Medium
892,49,100,5510.05,1/29/2004 0:00,Shipped,Vintage Cars,West Coast Collectables Co.,USA,Medium
893,24,100,2504.4,3/10/2004 0:00,Shipped,Vintage Cars,Cambridge Collectables Co.,USA,Small
894,30,100,3525.6,4/29/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
895,50,88.14,4407,6/14/2004 0:00,Shipped,Vintage Cars,The Sharp Gifts Warehouse,USA,Medium
896,31,96.24,2983.44,7/19/2004 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Small
897,46,100,5126.24,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Medium
898,47,100,5713.79,9/8/2004 0:00,Shipped,Vintage Cars,Scandinavian Gift Ideas,Sweden,Medium
899,46,100,4613.8,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Medium
900,37,100,3711.1,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
901,33,100,3524.73,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Medium
902,31,90.17,2795.27,11/18/2004 0:00,Shipped,Vintage Cars,Mini Wheels Co.,USA,Small
903,48,100,4814.4,11/29/2004 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Medium
904,41,87.13,3572.33,12/10/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
905,42,100,4581.36,1/20/2005 0:00,Shipped,Vintage Cars,Collectables For Less Inc.,USA,Medium
906,41,100,4319.76,2/17/2005 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Medium
907,32,45.25,1448,3/9/2005 0:00,Shipped,Vintage Cars,"Anna's Decorations, Ltd",Australia,Small
908,10,88.14,881.4,5/30/2005 0:00,In Process,Vintage Cars,Petit Auto,Belgium,Small
909,35,57.46,2011.1,1/29/2003 0:00,Shipped,Vintage Cars,Baane Mini Imports,Norway,Small
910,28,64.33,1801.24,3/25/2003 0:00,Shipped,Vintage Cars,Mini Wheels Co.,USA,Small
911,46,73.7,3390.2,5/28/2003 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Medium
912,20,71.2,1424,7/16/2003 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Small
913,30,49.97,1499.1,9/19/2003 0:00,Shipped,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Small
914,48,69.96,3358.08,10/20/2003 0:00,Shipped,Vintage Cars,Classic Legends Inc.,USA,Medium
915,28,53.72,1504.16,11/5/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
916,39,68.08,2655.12,11/13/2003 0:00,Shipped,Vintage Cars,"Classic Gift Ideas, Inc",USA,Small
917,24,51.84,1244.16,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Small
918,28,67.46,1888.88,12/5/2003 0:00,Shipped,Vintage Cars,Canadian Gift Exchange Network,Canada,Small
919,31,58.71,1820.01,1/29/2004 0:00,Shipped,Vintage Cars,West Coast Collectables Co.,USA,Small
920,45,63.71,2866.95,3/10/2004 0:00,Shipped,Vintage Cars,Cambridge Collectables Co.,USA,Small
921,24,58.09,1394.16,4/29/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
922,49,53.72,2632.28,6/14/2004 0:00,Shipped,Vintage Cars,The Sharp Gifts Warehouse,USA,Small
923,32,63.08,2018.56,7/16/2004 0:00,Shipped,Vintage Cars,Salzburg Collectables,Austria,Small
924,43,68.71,2954.53,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Small
925,37,50.59,1871.83,9/8/2004 0:00,Shipped,Vintage Cars,Scandinavian Gift Ideas,Sweden,Small
926,24,64.96,1559.04,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Small
927,35,53.72,1880.2,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
928,41,29.87,1224.67,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Small
929,26,100,2979.08,11/17/2004 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Small
930,34,64.96,2208.64,11/29/2004 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Small
931,49,70.58,3458.42,12/10/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
932,28,44.21,1237.88,1/20/2005 0:00,Shipped,Vintage Cars,Collectables For Less Inc.,USA,Small
933,40,68.08,2723.2,2/17/2005 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Small
934,37,59.96,2218.52,3/10/2005 0:00,Shipped,Vintage Cars,Mini Auto Werke,Austria,Small
935,31,53.72,1665.32,5/30/2005 0:00,In Process,Vintage Cars,Petit Auto,Belgium,Small
936,41,83.44,3421.04,2/17/2003 0:00,Shipped,Ships,Rovelli Gifts,Italy,Medium
937,21,89.46,1878.66,4/28/2003 0:00,Shipped,Ships,Salzburg Collectables,Austria,Small
938,40,96.34,3853.6,6/16/2003 0:00,Shipped,Ships,Auto-Moto Classics Inc.,USA,Medium
939,46,74.84,3442.64,8/10/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Medium
940,44,79.14,3482.16,10/6/2003 0:00,Shipped,Ships,"Toys of Finland, Co.",Finland,Medium
941,46,73.12,3363.52,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Medium
942,41,81.72,3350.52,11/8/2003 0:00,Shipped,Ships,Alpha Cognac,France,Medium
943,32,89.46,2862.72,11/14/2003 0:00,Shipped,Ships,"Double Decker Gift Stores, Ltd",UK,Small
944,46,87.74,4036.04,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Medium
945,28,100,2817.92,1/9/2004 0:00,Shipped,Ships,"Men 'R' US Retailers, Ltd.",USA,Small
946,49,94.62,4636.38,2/19/2004 0:00,Shipped,Ships,Collectable Mini Designs Co.,USA,Medium
947,21,73.98,1553.58,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Small
948,32,84.3,2697.6,6/24/2004 0:00,Cancelled,Ships,Euro Shopping Channel,Spain,Small
949,34,98.06,3334.04,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Medium
950,21,98.06,2059.26,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Small
951,21,96.34,2023.14,9/15/2004 0:00,Shipped,Ships,"Bavarian Collectables Imports, Co.",Germany,Small
952,31,83.44,2586.64,10/14/2004 0:00,Shipped,Ships,"Classic Gift Ideas, Inc",USA,Small
953,21,94.62,1987.02,11/1/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Small
954,25,45.86,1146.5,11/10/2004 0:00,Resolved,Ships,Danish Wholesale Imports,Denmark,Small
955,28,82.58,2312.24,11/22/2004 0:00,Shipped,Ships,Royale Belge,Belgium,Small
956,43,64.97,2793.71,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
957,22,86.74,1908.28,1/31/2005 0:00,Shipped,Ships,"Oulu Toy Supplies, Inc.",Finland,Small
958,37,93.01,3441.37,3/1/2005 0:00,Resolved,Ships,Euro Shopping Channel,Spain,Medium
959,28,72.26,2023.28,3/30/2005 0:00,Shipped,Ships,Reims Collectables,France,Small
960,30,74.84,2245.2,4/1/2005 0:00,Shipped,Ships,The Sharp Gifts Warehouse,USA,Small
961,44,73.98,3255.12,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Medium
962,25,100,2539.5,1/29/2003 0:00,Shipped,Vintage Cars,Baane Mini Imports,Norway,Small
963,43,100,4818.15,3/25/2003 0:00,Shipped,Vintage Cars,Mini Wheels Co.,USA,Medium
964,30,97.39,2921.7,5/28/2003 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Small
965,20,90.06,1801.2,7/16/2003 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Small
966,26,100,2804.36,9/19/2003 0:00,Shipped,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Small
967,40,100,4900.8,10/20/2003 0:00,Shipped,Vintage Cars,Classic Legends Inc.,USA,Medium
968,31,89.01,2759.31,11/5/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
969,22,100,2488.2,11/13/2003 0:00,Shipped,Vintage Cars,"Classic Gift Ideas, Inc",USA,Small
970,23,100,2769.89,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Small
971,30,100,3581.4,12/5/2003 0:00,Shipped,Vintage Cars,Canadian Gift Exchange Network,Canada,Medium
972,49,100,5285.14,1/29/2004 0:00,Shipped,Vintage Cars,West Coast Collectables Co.,USA,Medium
973,31,100,3181.53,3/10/2004 0:00,Shipped,Vintage Cars,Cambridge Collectables Co.,USA,Medium
974,29,100,3340.51,4/29/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
975,37,84.82,3138.34,6/14/2004 0:00,Shipped,Vintage Cars,The Sharp Gifts Warehouse,USA,Medium
976,38,100,4775.08,7/19/2004 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Medium
977,29,100,3006.43,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Medium
978,23,100,2866.26,9/8/2004 0:00,Shipped,Vintage Cars,Scandinavian Gift Ideas,Sweden,Small
979,26,85.87,2232.62,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Small
980,38,100,4457.02,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
981,48,47.04,2257.92,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Small
982,40,39.8,1592,11/17/2004 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Small
983,45,100,4948.2,11/29/2004 0:00,Shipped,Vintage Cars,"Australian Collectors, Co.",Australia,Medium
984,44,100,5160.76,12/10/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
985,21,94.22,1978.62,1/20/2005 0:00,Shipped,Vintage Cars,Collectables For Less Inc.,USA,Small
986,35,100,4288.2,2/17/2005 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Medium
987,29,86.92,2520.68,3/10/2005 0:00,Shipped,Vintage Cars,Mini Auto Werke,Austria,Small
988,21,84.82,1781.22,5/30/2005 0:00,In Process,Vintage Cars,Petit Auto,Belgium,Small
989,22,100,3065.04,2/11/2003 0:00,Shipped,Vintage Cars,Danish Wholesale Imports,Denmark,Medium
990,26,100,3551.34,4/16/2003 0:00,Shipped,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Medium
991,41,100,5544.02,6/6/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
992,47,100,6034.33,8/8/2003 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
993,31,100,3641.57,9/28/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
994,43,100,6930.74,10/21/2003 0:00,Shipped,Vintage Cars,FunGiftIdeas.com,USA,Medium
995,23,100,3675.63,11/7/2003 0:00,Shipped,Vintage Cars,CAF Imports,Spain,Medium
996,28,100,3442.04,11/14/2003 0:00,Shipped,Vintage Cars,Mini Creations Ltd.,USA,Medium
997,49,100,6893.81,11/26/2003 0:00,Shipped,Vintage Cars,Super Scale Inc.,USA,Medium
998,24,100,2622.48,1/2/2004 0:00,Shipped,Vintage Cars,"Saveley & Henriot, Co.",France,Small
999,33,100,4417.38,2/18/2004 0:00,Shipped,Vintage Cars,Petit Auto,Belgium,Medium
1000,22,100,3606.02,3/20/2004 0:00,Shipped,Vintage Cars,giftsbymail.co.uk,UK,Medium
1001,32,100,3802.56,5/7/2004 0:00,Cancelled,Vintage Cars,Land of Toys Inc.,USA,Medium
1002,40,100,5026.4,7/21/2004 0:00,Shipped,Vintage Cars,Petit Auto,Belgium,Medium
1003,43,100,6695.53,8/20/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Medium
